pos,flw,flg,bl,pic,lin,cl,cz,ni,erl,erc,lt,hc,pr,fo,cs,pi,class
1,107,7400,9,1,0,0,1,0,86.919998169,4.6700000763,0,0,0,0,0,0,i
0,86,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,394,7300,0,0,0,39,0,1,5.8400001526,0,0,0,0,0,0,0,i
11,368,7400,40,1,0,7,0.6363636255,0.2730000019,12.569999695,0.2700000107,0.0909999982,0.1819999963,0,0,0.3818179965,810.18670654,s
4,69,7400,0,1,0,14,0,0,44.569999695,1.0900000334,0,0,0,0,0.0833330005,0.3694440126,i
2,66,7400,9,1,0,10,0,1,82.580001831,4.5500001907,0.5,0,0,0,0,59.772918701,i
2,561,6400,11,1,1,25,0,0,7.3099999428,0.3600000143,0,0,0,0,0,613.16125488,i
1,102,7500,0,0,0,76,0,1,106.86000061,4.9000000954,0,0,0,0,0,0,i
9,125,7500,0,1,0,298,0,0.5559999943,21.870000839,0.3600000143,0,5.888999939,0,1,0.1644659936,127.56330109,s
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,i
7,57,7300,50,1,0,13,0.3333333433,0.8330000043,57.599998474,2.3399999142,0,0.3330000043,0,0,0.066666998,440.02981567,a
8,115,7300,0,1,0,0,1,0,21.629999161,0.7599999905,0,0,0,0,1,8.6121883392,i
181,143,7500,247,1,0,68,0.5,0,6.6399998665,0.1599999964,0,0,0,0,0.2680900097,10.187685013,s
0,29,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,54,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
3,66,7500,78,1,0,0,1,0,56.060001373,0,0,0,0,0,1,0.0892589986,i
1,41,7400,7,1,0,0,1,0,653.65997314,7.3200001717,0,0,0,0,0,0,i
0,416,7400,18,0,0,0,0,0,0,0,0,0,0,0,1,0,i
133,506,7300,0,1,0,43,0.1111111119,0,16.280000687,0.1000000015,0.8889999986,0,0,0,0.1111039966,21.223642349,a
0,7,2300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
39,157,7500,149,1,0,1,0.944444418,0.1669999957,21.510000229,0.9599999785,0,0,0,0,0.8888890147,48.90019989,a
0,122,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
15,770,7400,123,1,0,168,0.1333333403,0.1330000013,7.2399997711,0.1700000018,0.7329999804,5.1999998093,0,0.8000000119,0.0594229996,184.99081421,s
5,60,7400,0,1,0,6,0.6000000238,0,52.669998169,3,0,0,0,0,0.3000000119,1531.5650635,s
536,316,7400,27,1,0,1,0.944444418,0.2779999971,3.3900001049,0.1599999964,0,0,0,0,0.8888890147,65.167312622,a
20,312,7400,40,1,0,12,0.555555582,0.1669999957,18.959999084,0.25,0.2779999971,0.2220000029,0,0,0.2388149947,1050.4820557,s
112,704,7300,0,1,0,7,0.722222209,0.0560000017,4.7800002098,0.0900000036,0,0,0,0,0.5098040104,499.8996582,s
10,115,7300,16,1,0,11,0.3000000119,0.3000000119,20.090000153,0.349999994,0,0,0,0,0.0777779967,215.22006226,a
15,227,6700,0,1,0,37,0,0.0670000017,11.039999962,0.1800000072,0.7329999804,0.5329999924,0.0670000017,0,0.0236620009,765.91467285,a
98,239,7500,36,1,0,2,0.8333333135,0,5.3699998856,0.0500000007,0,0,0,0,0.6862750053,351.41494751,a
19,11500,7300,0,1,1,2,0.8333333135,0.1669999957,0.6700000167,0.0099999998,0,0,0,0,0.5947710276,173.64295959,a
56,760,7400,176,1,0,115,0,0.1110000014,9.4099998474,0.2899999917,0.8889999986,0.8889999986,0,0,0.0400869995,339.69467163,a
12,128,7400,13,1,0,43,0.25,0.0829999968,11.199999809,0.200000003,0.0829999968,2.3329999447,0,0,0.0691810027,247.01652527,a
1,42,7300,0,0,0,0,1,0,188.1000061,7.1399998665,0,0,0,0,0,0,i
8,147,7300,0,1,0,8,0.625,1,13.609999657,0,0,0,0,0,0.3571430147,154.59947205,s
12,152,7400,0,1,0,1,0.9166666865,0,21,0.8799999952,0.0829999968,0,0,0,0.8333330154,277.75759888,a
0,1100,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,379,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
11,348,7400,0,1,0,128,0.2727272809,0,15.180000305,0.3100000024,0.0909999982,0,0,0,0.0545450002,1091.7237549,a
29,155,7400,0,1,0,16,0.3333333433,0,7.4600000381,0.3600000143,0,0.0560000017,0,0.0560000017,0.1056480035,157.06222534,a
0,35,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,81,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
6,110,7400,0,1,0,3,0.8333333135,0,25.760000229,0.4499999881,0,0,0,0,0.6666669846,43.799304962,i
0,87,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
40,311,7400,0,1,0,1,0.8888888955,0,9.6800003052,0.3799999952,0,0,0,0,0.7843139768,348.71444702,a
0,77,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
54,616,3100,80,1,0,163,0,0.8330000043,5.0799999237,0.3199999928,0.2220000029,2.1670000553,0,0,0.0995619968,670.58270264,a
3,386,6900,154,1,0,12,0.3333333433,0.3330000043,90.930000305,0.6000000238,0,0,0,0,0,623.94854736,a
0,31,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,35,7500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,62,7400,2,1,0,0,0,0,0,0,0,0,0,0,1,0,i
13,794,7400,0,1,0,5,0.6923077106,0.4620000124,3.1600000858,0.1299999952,0,0,0,0,0.4871790111,626.45892334,a
574,10000,7200,145,1,0,72,0.1111111119,0.3330000043,2.5,0.0099999998,0,3,0,0,0.0283790007,127.78105164,a
2,2000,6000,0,1,0,55,0.5,0,3.5499999523,0.1299999952,0,9,0,0,0,154.80944824,i
0,47,3100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,35,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
35,196,7400,41,1,0,0,1,0,5.9499998093,0.1400000006,0,0,0,0,1,0.613888979,s
0,74,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
13,96,7500,168,1,1,597,0.0769230798,0.1539999992,18.190000534,0.8799999952,0,2.1540000439,0,1.2309999466,0.7187510133,23.362949371,s
1,68,7400,10,1,0,4,0,0,32.349998474,0,0,0,0,0,0,0,i
1,516,7500,73,1,0,12,0,0,94.379997253,0.3899999857,1,0,0,0,0,0,i
32,106,7500,0,1,0,0,1,0,20.649999619,0.8899999857,0,0,0,0,1,100.3797226,a
113,365,7300,0,1,0,19,0.3888888955,0,6.6700000763,0.1400000006,0,0,0,0,0.140169993,331.7651062,a
0,26,3800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
105,1900,7400,0,1,1,24,0.3333333433,0.8889999986,11.930000305,0.1199999973,0.1110000014,0,0,0,0.0980390012,101.33612823,a
1,966,5100,0,1,0,565,0,0,4.4499998093,0.2099999934,0,26,0,0,0,0,s
12,53,7500,54,1,0,167,0,0,48.740001678,2.0399999619,0,2.6670000553,0.1669999957,0.5830000043,0.3276230097,28.034883499,s
32,292,7300,35,1,1,43,0.3888888955,0.3330000043,6.1100001335,0.1299999952,0,0,0,0,0.2543669939,214.58485413,s
2,70,7400,0,1,0,0,1,0,76.430000305,1.4299999475,0,0,0,0,1,0.001944,i
13,308,6500,148,1,0,103,0,0.8460000157,22.430000305,1.2699999809,0.5379999876,0,0,0.1539999992,0.0380910002,818.38635254,a
36,93,7400,43,1,0,240,0,0,61.290000916,0.9599999785,0,1.2220000029,0,2.5,0.5255280137,31.888425827,s
1,64,6700,0,1,0,12,0,0,140.63000488,3.1300001144,0,0,1,0,0,0,s
16,115,7500,75,1,0,70,0,0.125,20.11000061,0.1599999964,0,3.375,0,0.063000001,0.0340519994,3.3475689888,s
1,39,7400,0,1,0,8,0,0,230.77000427,12.819999695,0,0,0,0,0,0,i
0,37,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,947,7300,198,1,0,13,0,0,316.79000854,0.8399999738,1,0,0,0,0,0,i
0,46,7000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,81,7200,0,1,0,21,0,0.5,74.690002441,3.0899999142,0,0,0,0,0,522.09124756,i
34,368,7200,0,1,0,407,0.055555556,0.1110000014,2.3900001049,0.0900000036,0.0560000017,0.3889999986,0,0.0560000017,0.0160310008,192.62171936,a
76,236,7500,39,1,0,0,1,0,13.43999958,0.0700000003,0,0,0,0,1,99.13621521,a
12,86,7400,105,1,1,17,0,0,19.479999542,0.8700000048,0.1669999957,1,0,0,0.1841119975,0.7037039995,s
34,127,7200,98,1,1,75,0,0,13.869999886,0.3100000024,0.2220000029,0,0,0,0.011717,72.990074158,a
87,1300,7100,0,1,0,213,0,0,5.3400001526,0.1800000072,0.1669999957,3.6670000553,0,0,0.1228389964,253.88566589,a
25,233,7500,17,1,0,3,0.8333333135,0,6.4600000381,0.2599999905,0,0,0,0,0.6862750053,819.03942871,a
3,527,7300,33,1,0,7,0.3333333433,0,20.680000305,0.3199999928,0,0.3330000043,0,0,0,3070.1386719,i
7,254,7300,45,1,0,19,0.2857142985,0.2860000134,15.300000191,0.7900000215,0.2860000134,0.4289999902,0,0,0.0476190001,1463.4945068,a
2,54,7500,0,1,0,0,1,0,104.62999725,13.890000343,0,0,0,0,1,0.1405559927,i
11,314,7400,15,1,0,11,0.1818181872,0,16.239999771,0.2899999917,0.6359999776,0,0,0,0,1118.8765869,a
8,306,7400,268,1,0,154,0.125,0,12.460000038,0.5699999928,0.375,0.125,0,0,0.236451,1135.2366943,s
0,167,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
64,1200,5400,157,1,1,482,0.3333333433,0.3330000043,0.6299999952,0,0,1.5559999943,0,0,0.4571990073,9.783996582,s
49,363,4200,114,1,1,6,0.555555582,0.1669999957,19.100000381,1.7300000191,0.5559999943,0.1669999957,0,0,0.2941179872,289.22793579,s
2,190,7400,11,1,0,6,0.5,0,31.840000153,0.2599999905,0,0,0,0,0,25.041667938,i
0,90,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
11,194,7300,0,1,0,9,0.3636363745,0.1819999963,36.5,1.0299999714,0.1819999963,0,0,0,0.1181820035,717.87097168,a
0,111,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
13,311,7400,5,1,0,0,0.9230769277,0,21.940000534,1.5800000429,0,0.0769999996,0,0,0.8461539745,422.27142334,a
144,696,7500,0,1,0,3,0.777777791,0,3.4400000572,0.0599999987,0,0,0,0,0.5098040104,31.541110992,a
5,176,5600,0,1,0,11,0.200000003,0,10.449999809,0.5699999928,0,0,0,0,0.0408249982,770.89471436,i
107,357,7400,48,1,0,43,0.4444444478,0,12.760000229,0.4199999869,0.6669999957,0,0,0,0.1882150024,385.87893677,a
49,729,7500,0,1,0,4,0.6111111045,0,7.1700000763,0.1099999994,0,0.0560000017,0,0,0.3594770133,295.00048828,a
21,40,7300,70,1,0,191,0,0.0560000017,29.719999313,0.8299999833,0,0,0,0,0.5040060282,4.8117442131,s
18,353,7100,91,1,0,1,0.944444418,0.3330000043,16.790000916,0.2399999946,0.1110000014,0,0,0,0.8888890147,538.31726074,a
2,126,7400,0,1,0,9,0,0,34.919998169,0.400000006,0,0,0,0,0,9.3936109543,i
0,60,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
16,456,7300,172,1,0,28,0.375,0.125,21.200000763,2.2999999523,0.3129999936,0,0,0,0.1496189982,711.11346436,a
5,148,7400,16,1,0,0,1,0.200000003,40.950000763,0.9499999881,0,0,0,0,0.6000000238,29.475610733,i
0,36,7200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
10,115,7400,0,1,0,16,0.1000000015,0,30.700000763,2.3499999046,0,0.200000003,0,0,0.0260010008,206.88931274,i
7,58,7400,145,1,0,81,0,0.4289999902,43.099998474,0.9900000095,0,0,0,0,0.2725310028,3.6787700653,s
0,46,5200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
1,61,7400,0,1,0,0,1,0,1018.0300293,19.670000076,0,0,0,0,0,0,i
0,25,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
3,91,7400,0,1,0,5,0.6666666865,0,71.059997559,6.5900001526,0,0,0,0,0.3333329856,220.56573486,i
1,189,7300,0,1,0,210,0,0,27.510000229,0.5299999714,0,4,0,0,0,0,i
0,157,7300,35,1,0,0,0,0,0,0,0,0,0,0,1,0,i
390,2500,7300,44,1,0,474,0,0.1110000014,27.090000153,0.1199999973,0.1110000014,1.3890000582,0,0,0.1684499979,151.85546875,a
53,208,7500,0,1,0,13,0.6666666865,0.0560000017,14.020000458,0.3700000048,0.1110000014,0.7779999971,0,0.0560000017,0.4313730001,535.74060059,s
0,36,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
19,264,7300,0,1,0,10,0.6111111045,0.0560000017,4.8200001717,0.1700000018,0,0,0,0,0.3644559979,521.82574463,s
51,796,7500,114,1,1,158,0.055555556,0.6669999957,6.2699999809,0.1299999952,0.2220000029,0.4440000057,0,0.2220000029,0.0514499992,252.62083435,s
32,1100,5300,49,1,1,46,0.055555556,0.7220000029,9.8900003433,0.2300000042,0.2779999971,0.2779999971,0,0,0.0378939994,139.83752441,a
1,34,7300,0,1,0,0,1,0,170.58999634,23.530000687,0,0,0,0,0,0,i
1,70,7400,49,1,0,100,0,0,8.5699996948,0,0,0,0,0,0,0,i
2,141,7300,0,1,0,0,1,0.5,37.590000153,0.7099999785,0,0,0,0,1,2098.8811035,i
16,387,7400,124,1,0,51,0.1875,0.063000001,13.399999619,0.3899999857,0.25,0.1879999936,0,0,0.0165849999,759.00115967,a
116,737,5300,112,1,1,40,0.3333333433,0.2779999971,4.0700001717,0.1299999952,0.5559999943,0.2220000029,0,0.0560000017,0.1155520007,252.96704102,a
0,115,1300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
39,170,7300,86,1,0,98,0,0.0560000017,13.399999619,0.4600000083,0.0560000017,1.9440000057,0,0,0.1907490045,2.7227010727,s
2,66,7500,81,1,0,29,0,0.5,174.24000549,2.2699999809,0,0,0,0,0,202.53179932,i
0,163,7100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
9,268,7300,0,1,0,59,0.2222222239,0,7.6700000763,0.1700000018,0,0.1110000014,0,0,0.0381110013,719.83007812,i
38,462,7200,103,1,1,15,0.5,0.0560000017,7.25,0.349999994,0,0.2220000029,0,0,0.247676,642.34173584,s
3,139,7300,0,1,0,3,0.6666666865,0.3330000043,32.130001068,2.1600000858,0.3330000043,0,0,0,0.3333329856,1445.9875488,i
11,435,5600,0,1,0,16,0.8181818128,0,13.100000381,0.2300000042,0,0,0,0,0.6545450091,402.70013428,s
0,27,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
50,80,7400,156,1,0,500,0,0.2779999971,8.3999996185,0.4199999869,0,0,0,0,0.844942987,3.9658799171,s
1,95,7300,15,1,0,42,0,0,112.62999725,2.1099998951,0,0,0,0,0,0,i
4,395,7300,0,1,0,8,0.25,0.25,19.430000305,0.5099999905,0,0,0,0,0.0833330005,105.93985748,i
0,39,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
138,155,7500,129,1,0,730,0,0,6.7399997711,0.3600000143,0,0,0.0560000017,0,0.3674539924,7.7875928879,s
1,42,7400,0,1,0,0,1,0,126.19000244,9.5200004578,0,0,0,0,0,0,i
0,38,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
89,70,7100,33,1,0,0,1,0.9440000057,10.239999771,0.3199999928,0,0,0,0,1,88.577270508,a
77,158,7500,99,1,1,0,1,0.0560000017,11.989999771,0.1099999994,0,0,0,0,1,0.0084100002,s
2,417,7400,0,1,0,9,0.5,0.5,17.270000458,0.4799999893,0,0.5,0,0,0,1.4326390028,i
0,55,7500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
90,226,7300,154,1,1,23,0.277777791,0,2.7300000191,0.1000000015,0,0.3330000043,0,0,0.0921519995,103.6634903,a
78,883,7100,179,1,0,0,1,0,1.4099999666,0,0,0,0,0,1,2.8378090858,s
2,111,7300,12,1,0,38,0,0,78.379997253,3.1500000954,0,0,0,0,0,700.98138428,i
19,827,6100,78,1,0,461,0,0,13.609999657,0.5,0.1669999957,0,0,0,0.0732999966,487.14111328,a
0,55,7500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
1,37,7400,0,1,0,0,1,0,172.97000122,10.81000042,0,0,0,0,0,0,i
0,148,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
54,320,7300,0,1,0,39,0.3888888955,0,7.2399997711,0.2099999934,0.3889999986,0.3889999986,0,0,0.1582800001,272.09576416,a
5,380,7300,179,1,0,3,0.8000000119,0,10.579999924,0.3199999928,0.200000003,0,0,0,0.6000000238,17.983110428,i
11,117,7500,0,1,0,70,0.4545454681,0,23.149999619,0.8500000238,0.4550000131,1.9090000391,0,0,0.200771004,480.52374268,s
6,1700,7300,73,1,0,244,0.1666666716,0.1669999957,7.4000000954,0.1299999952,0,0,0,0,0.0379920006,648.38909912,a
1,23,7500,0,1,0,0,1,0,434.77999878,8.6999998093,0,0,0,0,0,0,i
9,93,7500,0,1,0,39,0.777777791,0,41.700000763,0.9599999785,0.2220000029,0,0,0,0.5833330154,729.53167725,s
16,236,7500,150,1,0,368,0,0.375,73.730003357,0.9300000072,0,2.0629999638,0,0,0.7015320063,31.43447876,s
47,71,7400,0,1,0,8,0.4444444478,0.3889999986,18,0.6299999952,0,0,0,0.1110000014,0.187628001,130.88362122,a
2,68,7200,0,1,0,0,1,0,68.379997253,7.3499999046,0,0,0,0,1,4424.3686523,i
7,36,7500,104,1,0,184,0,0.2860000134,76.589996338,3.9700000286,0,3.4289999008,0,0,0.2847140133,15.412697792,s
1,369,5300,97,1,0,0,1,0,24.38999939,1.0800000429,0,0,0,0,0,0,i
0,74,7500,31,0,0,0,0,0,0,0,0,0,0,0,1,0,i
4,45,7500,122,1,0,22,0,1,143.88999939,1.6699999571,0,0,0,0,0,18.890903473,a
5,123,6500,0,1,0,82,0,0,119.01999664,1.2999999523,0,2,0,3.2000000477,0.6253830194,196.38105774,s
2,92,7200,172,1,0,286,0,0,7.6100001335,0,0,0,0,0,0.0591310002,1.0812499523,i
585,14300,1400,103,1,0,335,0,0.3889999986,1.3899999857,0.0399999991,0.7779999971,2.5559999943,0,0,0.2232809961,127.94120026,s
7,65,7300,10,1,0,7,0.571428597,0,42.419998169,3.5199999809,0.2860000134,0,0,0,0.1428570002,761.44726562,i
74,330,7500,155,1,0,56,0.6111111045,0.2220000029,3.2699999809,0.0799999982,0,0.3330000043,0,0,0.3658539951,214.78683472,s
5,121,6300,0,1,0,0,1,0.200000003,21.159999847,0.9900000095,0,0,0,0,1,691.52398682,i
1,35,7300,0,1,0,0,1,0,220,5.7100000381,0,0,0,0,0,0,i
10,381,7500,150,1,0,92,0.200000003,0,51.729999542,1.1000000238,0,5.1999998093,0,1.3999999762,0.0505929999,32.942111969,s
0,135,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
5,179,7100,22,1,0,0,1,0.6000000238,24.579999924,1.7899999619,0.200000003,0,0,0,1,667.05163574,i
5,119,7100,0,1,0,6,0.6000000238,0.400000006,53.779998779,1.3400000334,0,0,0,0,0.3000000119,1608.4384766,s
10,138,7200,0,1,0,29,0.5,0.3000000119,11.960000038,0.5099999905,0,0,0,0,0.2315019965,753.34436035,s
12,941,305,136,1,0,0,1,0,13.81000042,0.9200000167,0,0,0,0,1,1213.7460938,a
1,81,7300,0,1,0,0,1,0,128.3999939,12.350000381,0,0,0,0,0,0,i
1,217,7300,0,1,0,0,1,0,37.330001831,0.9200000167,0,0,0,0,0,0,i
0,34,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
67,216,7500,0,1,0,23,0.3888888955,0.2779999971,3.6800000668,0.2800000012,0,0.0560000017,0,0,0.0980390012,50.906620026,a
9,743,7000,61,1,0,22,0.4444444478,0,17.379999161,0.5799999833,0.6669999957,0,0,0,0.1666669995,1372.2989502,a
0,30,7200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
4,163,7300,9,1,0,7,0.5,0.25,45.25,0.4600000083,0,0.25,0,0,0.1666669995,752.66699219,i
58,524,2200,25,1,0,20,0.6666666865,0,2.0499999523,0.0299999993,0.2779999971,0.6669999957,0,0,0.433999002,53.455123901,s
2,608,7400,0,1,0,0,1,0.5,8.220000267,0.0799999982,0,0,0,0,1,257.16445923,i
9,407,7400,106,1,1,229,0,0,24.709999084,0.1400000006,0.2220000029,0.6669999957,0.1110000014,0.1110000014,0.0942599997,188.18222046,a
0,47,7300,145,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,47,7300,0,1,0,0,1,0,174.47000122,2.1300001144,0,0,0,0,0,0,i
6,63,7300,38,1,0,183,0,0,47.619998932,2.9100000858,0.1669999957,13.5,0,1.1670000553,0.0376590006,43.782684326,s
29,212,7400,77,1,0,8,0.8888888955,0.0560000017,16.850000381,0.4699999988,0,0,0,0,0.6862750053,371.78302002,s
13,174,7500,0,1,0,10,0.2307692319,0.1539999992,24.180000305,0.7099999785,0,0,0,0.0769999996,0.1115209982,348.51495361,a
8,142,7300,0,0,0,2,0.875,0.25,20.770000458,0.1800000072,0,0,0,0,0.75,594.52203369,i
17,384,5500,0,1,0,365,0.5294117928,0,12.850000381,0.200000003,0,0.8820000291,0,0,0.3315150142,33.874786377,s
0,44,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
4,224,7300,28,1,0,43,0.25,0,11.5,0.3300000131,0,0,0,0,0,4723.7700195,a
6,69,2300,0,1,0,6,0.8333333135,0.6669999957,8.6999998093,0,0,0,0,0,0.6666669846,234.22550964,s
0,28,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,95,6300,37,1,0,0,0,0,0,0,0,0,0,0,1,0,i
9,79,7400,0,1,0,37,0.1111111119,0,24.75,1.1299999952,0.3330000043,0,0,0,0.1164809987,317.159729,i
0,32,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
39,131,7300,0,1,0,19,0.1666666716,0.1669999957,13.399999619,0.9800000191,0.3330000043,0,0,0,0.0433260016,163.23258972,a
22,186,7400,157,1,0,342,0,0,25.989999771,1.8799999952,0.1110000014,2.0559999943,0,0.3330000043,0.1517949998,1002.2120361,s
0,26,2100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
6,77,7300,0,1,0,17,0.5,0.1669999957,38.099998474,0.8700000048,0,0.3330000043,0,0,0.2222220004,154.0798645,s
6,46,7300,0,1,0,0,1,0,61.590000153,2.9000000954,0.1669999957,0,0,0,1,303.97753906,i
20,139,7400,9,1,0,24,0.1111111119,0.1669999957,17.510000229,0.8000000119,0.2779999971,0,0,0,0.0313140005,414.61727905,a
18,112,7400,0,1,0,2,0.944444418,0.1110000014,26.190000534,0.8399999738,0.0560000017,0,0,0,0.8888890147,289.73980713,a
6,53,7400,0,1,0,110,0.1666666716,0.6669999957,51.259998322,7.2300000191,0,0.6669999957,0,0,0.126718998,10.351249695,i
0,32,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,52,7500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
15,102,7400,47,1,0,45,0.0666666701,0,21.899999619,0.9200000167,0.8669999838,0,0,0,0.068219997,77.017631531,a
1,111,7300,0,1,0,0,1,0,54.049999237,7.2100000381,0,0,0,0,0,0,i
23,529,7400,68,1,0,94,0.277777791,0.0560000017,15.930000305,0.400000006,0.1110000014,2.3329999447,0,2.5559999943,0.1463699937,7.3467278481,s
4,244,7300,20,1,0,7,0.25,0,15.569999695,0.4099999964,0,0,0,0,0,4097.1572266,i
13,48,7400,122,1,0,15,0.0769230798,0.0769999996,25.799999237,0.1599999964,0,0,0,0,0.0023409999,1.46232903,s
8,88,7400,150,1,0,321,0.125,0.5,64.199996948,6.8200001717,0,3.125,0,7.75,0.4695770144,94.744476318,s
5,71,7300,0,1,0,0,1,0,34.080001831,1.1299999952,0,0,0,0,1,0.3886109889,i
26,143,7300,31,1,0,29,0.055555556,0,23.88999939,0.4300000072,0.9440000057,0,0,0,0.002232,364.67843628,a
2,101,7300,7,1,1,0,1,0,57.430000305,0.5,0,0,0,0,1,6.9399999e-4,i
2,310,6400,0,1,0,0,1,0,17.579999924,0,0,0,0,0,1,841.80499268,i
151,1700,7200,254,1,0,42,0.8333333135,0,32.040000916,1.1499999762,1,1.1670000553,0,2.3329999447,0.7058820128,250.7121582,s
1700,279,7400,164,1,0,4,0.1666666716,0,0.9800000191,0,0.9440000057,0,0,0,0,7.4612650871,s
125,603,7400,176,1,0,45,0.1111111119,0.5,9.4899997711,2.6099998951,0.9440000057,0.1110000014,0.0560000017,0.2220000029,0.0265900008,54.402454376,s
0,87,4500,21,0,0,0,0,0,0,0,0,0,0,0,1,0,i
6,75,7200,25,1,0,93,0.1666666716,0.3330000043,57.560001373,1.7799999714,0.3330000043,0,0,0,0.0134420004,1461.3635254,a
0,80,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
4,43,3900,48,1,0,160,0,0,206.97999573,2.9100000858,0.25,2,0,2.5,0.2541739941,2.1227779388,s
5,110,7400,0,1,0,5,0.6000000238,0,28.909999847,1.4500000477,0.400000006,0,0,0,0.349999994,1120.9465332,i
49,196,2100,152,1,0,36,0.1666666716,0.3330000043,8.9899997711,0.2599999905,0,0.5,0,0,0.0343369991,55.628643036,a
12,66,7500,76,1,0,0,1,0.0829999968,51.520000458,3.0299999714,0,0,0,0,1,18.162315369,a
17,287,7400,0,1,0,23,0.1764705926,0.8820000291,9.0200004578,0.4900000095,0.2349999994,0,0,0,0.0387759991,1138.7229004,a
0,60,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,210,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
16,209,7400,46,1,0,72,0,0.375,17.25,0.6299999952,0.625,0,0,0,0.0106239999,613.38989258,a
22,196,6500,0,1,0,19,0.8333333135,0.2220000029,30.36000061,1.7599999905,0.5,0,0,0,0.6895419955,265.94439697,s
0,39,7500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
22,161,5300,139,1,0,48,0.277777791,0.6110000014,19.809999466,3.2100000381,0.3889999986,0.1110000014,0,0,0.0470089987,82.249504089,a
9,98,7300,0,1,0,0,1,0.1110000014,22.680000305,1.25,0.3330000043,0,0,0,1,1140.1116943,i
28,567,7400,196,1,0,121,0.055555556,0,23.930000305,0.4199999869,0.2220000029,0,0,0,0.0394559987,216.86428833,a
0,29,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
1,66,7300,0,1,0,0,1,0,168.17999268,10.609999657,0,0,0,0,0,0,i
18,1200,6500,182,1,0,14,0.555555582,0.2779999971,20.479999542,0.3000000119,0.7220000029,0,0,0,0.300808996,484.03405762,s
3,107,7500,8,1,0,31,0,0.3330000043,82.550003052,0.9300000072,0,0,0,0,0,3.5015740395,a
1,34,7400,100,1,0,0,1,0,397.05999756,5.8800001144,1,0,0,0,0,0,i
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,i
10,416,7500,0,1,0,8,0.5,0.1000000015,19.299999237,0.4600000083,0.1000000015,0.1000000015,0,0,0.2296299934,135.23774719,s
0,1800,4100,52,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,529,7400,21,0,0,0,0,0,0,0,0,0,0,0,1,0,i
