snake name,General: Venom Anticoagulants,General: Venom Cardiotoxins,General: Venom Haemorrhagins,General: Venom Myotoxins,General: Venom Necrotoxins,General: Venom Nephrotoxins,General: Venom Neurotoxins,General: Venom Other,General: Venom Procoagulants,class
Pseudechis pailsei,"Unknown, but based on related species, likely to be present",Unknown but likely secondary cardiotoxicity only,"Unknown, but based on related species, not likely to be present","Unknown, but based on related species, likely to be present","Unknown, but based on related species, not likely to be present",Unknown but likely secondary nephrotoxicity only,"Unknown, but based on related species, not likely to be clinically significant, if present",Not present or not significant,"Unknown, but based on related species, not likely to be present",Not
Naja ashei,Probably not present,Possibly present,Probably not present,Probably not present,Present but not defined,Probably not present,Postsynaptic neurotoxins,Not present or not significant,Probably not present,Not
Naja senegalensis,Probably not present,Possibly present,Probably not present,Possibly present but not clinically significant,Present but not defined,Probably not present,Postsynaptic neurotoxins,Not present or not significant,Probably not present,Not
Hydrophis donaldi,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Postsynaptic neurotoxins,Not present or not significant,Not present,Not
Hydrophis hendersoni,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Postsynaptic neurotoxins,Not present or not significant,Not present,Not
Hydrophis pachycercos,Not present,Secondary cardiotoxicity only,Not present,"Probably present, but not confirmed.",Not present,Secondary nephrotoxicity only,Postsynaptic neurotoxins,Not present or not significant,Not present,Not
Walterinnesia morgani,Not present,Not present,Not present,Probably not present,Probably not present,Not present,Postsynaptic neurotoxins,,Not present,Not
Bothrops diporus,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,Not
Bothrops lutzi,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,Not
Bothrops matogrossensis,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,Not
Bothrops pauloensis,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,Not
Bothrops marmoratus,Possibly present,Not present,Zinc metalloproteinase,Probably not present,Secondary necrotoxic activity only,Not present,Not present,Other,Prothrombin convertors,Not
Crotalus ornatus,,,Present but not defined,,,,Not present,May include; Lectins; Nerve growth factors; Phospholipase inhibitors; Proteinase inhibitors; Complement inactivators; Biogenic amines; Carbohydrates; Lipids; Nucleosides & nucleotides,Possibly present,Not
